marker,consensus,X1,X2,X3,X4,X5,X6,LG
scaffold_15274_4164,2.96,1.99,NA,NA,NA,NA,NA,10
scaffold_15395_3078,2.96,1.99,NA,NA,NA,NA,NA,10
scaffold_24669_3670,2.96,1.99,1.71,NA,1.19,NA,NA,10
scaffold_24669_3714,2.96,1.99,1.71,NA,1.19,NA,NA,10
scaffold_5025_5172,2.96,1.99,NA,NA,0,NA,2.99,10
scaffold_72474_394,2.96,1.99,NA,NA,NA,NA,NA,10
scaffold_94262_148,2.96,1.99,NA,NA,1.19,NA,NA,10
scaffold_7786_7537,2.96,NA,1.71,NA,0,NA,NA,10
scaffold_7786_7565,2.96,NA,1.71,NA,0,NA,NA,10
ct93137,2.96,NA,NA,0,0,NA,NA,10
scaffold_3942_7881,2.96,NA,NA,0,0,NA,NA,10
scaffold_2221_3752,2.96,NA,NA,NA,1.19,NA,NA,10
scaffold_2221_5554,2.96,NA,NA,NA,1.19,NA,NA,10
scaffold_7448_397,2.99,4.26,1.71,NA,NA,0,NA,10
scaffold_27242_3193,2.99,4.26,1.71,0,NA,0,NA,10
scaffold_338_6101,2.99,4.26,NA,0,NA,0,NA,10
scaffold_338_6115,2.99,4.26,NA,0,NA,0,NA,10
scaffold_338_6182,2.99,4.26,NA,0,NA,0,NA,10
scaffold_338_6183,2.99,4.26,NA,0,NA,0,NA,10
scaffold_49844_2271,2.99,5.97,NA,NA,NA,NA,NA,10
scaffold_49844_2260,2.99,5.97,NA,NA,NA,NA,NA,10
SCF105151,2.99,NA,1.71,NA,NA,NA,NA,10
scaffold_20416_4652,2.99,NA,1.71,0,NA,0,NA,10
scaffold_2890_7498,2.99,NA,1.71,0,NA,0,NA,10
scaffold_30948_3506,2.99,NA,1.71,0,NA,0,NA,10
scaffold_41851_2642,2.99,NA,1.71,0,NA,NA,NA,10
scaffold_41851_2676,2.99,NA,1.71,0,3.57,NA,NA,10
scaffold_48077_1858,2.99,NA,1.71,0,3.57,0,NA,10
scaffold_48077_1915,2.99,NA,1.71,0,2.38,0,NA,10
SCF46833,2.99,NA,NA,0,4.17,0,NA,10
SCF120352,2.99,NA,NA,0,1.19,NA,NA,10
scaffold_190049_69,2.99,NA,NA,0,NA,0,NA,10
scaffold_5206_6271,2.99,NA,NA,0,4.17,NA,NA,10
scaffold_43948_2436,2.99,NA,NA,0,NA,NA,NA,10
scaffold_12319_1628,2.99,NA,NA,0,NA,NA,NA,10
scaffold_12319_1818,2.99,NA,NA,0,NA,NA,NA,10
scaffold_102935_461,2.99,NA,NA,0,NA,NA,NA,10
364103_K63,2.99,NA,NA,0,NA,0,2.99,10
SCF138394b,2.99,NA,NA,0,NA,NA,NA,10
ct161908,2.99,NA,NA,0,NA,NA,NA,10
scaffold_102935_462,2.99,NA,NA,0,NA,NA,NA,10
scaffold_12319_1859,2.99,NA,NA,0,NA,NA,NA,10
scaffold_69917_1126,2.99,NA,NA,0,NA,0,NA,10
scaffold_38990_632,2.99,NA,NA,0,4.17,0,NA,10
scaffold_11790_3007,2.99,NA,NA,NA,NA,0,NA,10
SCF23210,3.59,8.81,1.71,0,4.17,NA,NA,10
scaffold_38990_630,3.59,8.81,1.71,0,4.17,NA,NA,10
scaffold_36745_953,4.18,9.1,1.99,NA,4.17,NA,NA,10
SCF26014,4.18,9.1,NA,1.19,4.17,0,2.99,10
scaffold_5206_6191,4.18,NA,NA,1.19,4.17,NA,NA,10
scaffold_5206_6352,4.18,NA,NA,1.19,4.17,NA,NA,10
scaffold_5206_6204,4.18,NA,NA,1.19,4.17,NA,NA,10
SCF60761,4.18,NA,NA,NA,4.17,NA,NA,10
SCF96311,4.18,NA,NA,NA,4.17,NA,NA,10
scaffold_21682_3511,4.8,NA,NA,1.81,5.36,0,NA,10
scaffold_14726_5289,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_14726_5290,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_14726_5291,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_14726_5292,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_14726_5293,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_14726_5294,4.8,NA,NA,NA,4.17,NA,10.5,10
scaffold_12319_1654,5.74,9.1,NA,NA,NA,NA,NA,10
scaffold_11847_1481,5.74,9.1,NA,NA,NA,NA,NA,10
scaffold_6859_6098,5.74,9.1,NA,NA,NA,NA,NA,10
scaffold_115876_332,8.98,NA,7.41,NA,NA,NA,NA,10
scaffold_115876_363,8.98,NA,7.41,NA,NA,NA,NA,10
scaffold_115876_367,8.98,NA,7.41,NA,NA,NA,NA,10
scaffold_1746_942,9,NA,7.41,6.56,5.95,NA,NA,10
scaffold_19648_286,9,NA,7.41,6.56,NA,7.52,NA,10
scaffold_9578_4647,9,NA,7.41,6.56,NA,NA,NA,10
scaffold_21823_3319,9,NA,NA,NA,5.95,NA,NA,10
scaffold_6239_3448,9.55,12.91,7.98,NA,NA,NA,11.99,10
scaffold_30193_2295,9.55,12.91,7.98,6.56,NA,NA,NA,10
scaffold_6239_3526,9.55,12.91,7.98,NA,NA,NA,11.99,10
scaffold_89151_796,9.55,13.05,7.98,NA,5.95,NA,10.5,10
SCF2288,9.55,13.19,NA,6.56,5.95,7.52,10.5,10
scaffold_14595_3862,9.55,NA,7.98,NA,NA,7.52,10.5,10
scaffold_43081_2140,9.55,NA,NA,NA,NA,NA,10.5,10
scaffold_43081_2183,9.55,NA,NA,NA,NA,NA,10.5,10
scaffold_57166_2070,9.55,NA,NA,NA,NA,NA,10.5,10
scaffold_54205_186,9.6,NA,NA,6.56,NA,12.01,NA,10
scaffold_5395_2435,9.6,NA,NA,6.56,NA,12.01,NA,10
scaffold_34564_1124,12.39,NA,10.82,NA,NA,NA,11.99,10
scaffold_34564_1079,12.39,NA,10.82,NA,NA,NA,11.99,10
scaffold_90650_663,12.58,NA,NA,9.54,NA,12.01,NA,10
scaffold_31237_548,12.58,16.32,NA,9.54,8.34,12.01,NA,10
scaffold_26452_1178,14.96,18.37,15.09,11.92,11.91,15,11.99,10
scaffold_26452_1129,14.96,18.37,15.09,11.92,11.91,15,11.99,10
SCF86438,14.96,NA,NA,11.92,11.91,NA,NA,10
scaffold_233_8543,14.96,NA,NA,NA,11.91,NA,13.48,10
Pr031818817,15.56,NA,NA,12.52,13.1,NA,NA,10
scaffold_8148_3128,15.56,NA,NA,12.52,13.1,NA,NA,10
SCF139660,16.15,NA,NA,NA,13.1,NA,NA,10
scaffold_92594_451,16.73,19.45,NA,14.3,NA,17.98,NA,10
scaffold_12927_5340,16.73,19.45,NA,NA,NA,NA,13.48,10
scaffold_16565_1657,16.73,NA,18.14,12.52,NA,17.98,NA,10
scaffold_16_25191,16.73,NA,18.14,12.52,NA,17.98,NA,10
scaffold_12927_5405,16.73,NA,NA,12.52,NA,17.98,NA,10
scaffold_15130_690,16.73,NA,NA,16.68,NA,16.49,13.48,10
scaffold_21920_2953,16.73,NA,NA,NA,NA,NA,13.48,10
scaffold_56089_1579,17.86,20.58,NA,NA,NA,NA,NA,10
scaffold_15801_4648,17.86,20.58,NA,NA,NA,NA,NA,10
scaffold_106543_703,18.22,NA,NA,NA,NA,NA,14.97,10
scaffold_10669_2217,18.53,NA,18.99,15.49,NA,17.98,NA,10
scaffold_57831_1968,18.53,NA,NA,NA,16.67,NA,14.97,10
scaffold_83262_749,18.71,21.43,NA,NA,NA,NA,NA,10
SCF189657,19.72,NA,NA,NA,16.67,NA,16.47,10
scaffold_19377_686,20.92,22.57,19.35,19.06,NA,22.47,16.47,10
scaffold_4289_4255,20.92,NA,19.35,18.47,19.06,NA,NA,10
scaffold_3295_8591,20.92,NA,19.35,18.47,19.06,NA,NA,10
scaffold_4289_4290,20.92,NA,19.35,19.06,19.06,NA,NA,10
scaffold_4289_4312,20.92,NA,19.35,19.06,19.06,NA,NA,10
scaffold_4289_4324,20.92,NA,19.35,19.06,19.06,NA,NA,10
scaffold_6013_884,20.92,NA,19.35,19.06,NA,22.47,NA,10
scaffold_20108_4780,20.92,NA,NA,NA,19.06,NA,NA,10
scaffold_73494_747,21.01,23.71,19.64,19.06,19.06,22.47,NA,10
scaffold_31373_419,21.21,23.71,19.64,20.24,NA,22.47,NA,10
scaffold_77898_266,21.21,NA,19.64,20.24,NA,22.47,NA,10
SCF104688,21.21,NA,NA,19.06,NA,22.47,17.96,10
scaffold_128_194,21.21,NA,NA,NA,19.06,NA,17.96,10
scaffold_2700_844,21.51,NA,NA,NA,19.65,NA,NA,10
scaffold_83281_2293,21.51,NA,NA,NA,19.65,NA,17.96,10
scaffold_173749_80,28.15,28.54,NA,NA,27.45,NA,22.45,10
scaffold_68094_1379,28.26,28.54,28.24,NA,NA,25.46,22.45,10
scaffold_62514_950,28.27,NA,NA,NA,27.45,NA,22.45,10
scaffold_85531_114,28.27,NA,NA,NA,27.45,NA,22.45,10
scaffold_84092b,28.27,NA,NA,NA,27.45,NA,NA,10
scaffold_54877_1023,28.97,29.4,28.24,28.66,NA,25.46,22.45,10
scaffold_54877_1055,28.97,29.4,28.24,28.66,NA,25.46,22.45,10
scaffold_62514_876,28.97,31.67,28.24,NA,NA,25.46,22.45,10
scaffold_19292_1076,28.97,NA,28.24,28.66,NA,25.46,22.45,10
scaffold_68094_1349,29.81,NA,28.24,NA,NA,28.45,NA,10
scaffold_62514_690,29.81,NA,28.24,28.66,NA,28.45,NA,10
scaffold_62514_781,29.81,NA,28.24,28.66,NA,28.45,NA,10
scaffold_68094_1463,29.81,NA,28.24,NA,NA,28.45,NA,10
scaffold_17629_5179,30.11,32.81,28.54,28.66,NA,28.45,25.44,10
scaffold_15708_2420,30.11,32.81,NA,NA,NA,NA,NA,10
scaffold_17629_5187,31.25,NA,30.52,28.66,NA,28.45,25.44,10
scaffold_87919_287,31.25,NA,NA,28.66,NA,28.45,25.44,10
scaffold_25473_3413,31.25,NA,NA,NA,NA,NA,25.44,10
scaffold_25473_3562,31.25,NA,NA,NA,NA,NA,25.44,10
scaffold_25473_3604,31.25,NA,NA,NA,NA,NA,25.44,10
scaffold_9993_6382,31.73,35.65,30.52,28.66,31.03,28.45,25.44,10
SCF172906,31.73,NA,NA,28.66,31.03,NA,NA,10
scaffold_125269_13,31.73,NA,NA,28.66,NA,28.45,26.93,10
scaffold_64537_1890,31.73,NA,NA,28.66,NA,28.45,26.93,10
scaffold_17752_4520,31.85,NA,NA,NA,31.03,NA,NA,10
scaffold_15049_5752,31.85,NA,NA,NA,31.03,NA,26.93,10
ct135942,31.85,NA,NA,NA,31.03,NA,NA,10
scaffold_12381_1637,32.91,NA,35.64,28.66,NA,28.45,NA,10
scaffold_64537_1864,33.44,37.36,NA,NA,NA,NA,NA,10
scaffold_14255_2890,33.44,37.36,NA,NA,NA,NA,NA,10
scaffold_96899_633,33.92,NA,NA,NA,NA,NA,28.42,10
scaffold_3311_4507,33.92,NA,NA,NA,NA,NA,28.42,10
scaffold_9681_3143,33.96,NA,NA,32.83,NA,28.45,28.42,10
scaffold_29603_3913,33.96,NA,NA,32.83,NA,28.45,NA,10
scaffold_59509_999,33.96,NA,NA,32.83,NA,28.45,NA,10
scaffold_140834_192,34.83,NA,NA,NA,34.01,NA,28.42,10
scaffold_15017_151,34.83,NA,NA,NA,34.01,NA,NA,10
scaffold_88772_989,34.86,38.78,NA,NA,NA,NA,NA,10
scaffold_88772_1012,34.86,38.78,NA,NA,NA,NA,NA,10
SCF112295,34.87,NA,NA,32.83,NA,NA,NA,10
scaffold_2979_9917,35.42,39.91,NA,NA,34.6,NA,29.92,10
scaffold_6640_5635,35.42,NA,35.64,32.83,34.01,NA,NA,10
409500_K63,35.42,NA,NA,32.83,34.6,NA,NA,10
vm25796,35.42,NA,NA,32.83,34.6,NA,NA,10
scaffold_2979_10026,35.42,NA,NA,NA,34.6,NA,NA,10
scaffold_10256_1367,35.9,41.05,NA,32.83,NA,31.44,31.41,10
scaffold_54628_174,35.9,NA,35.64,NA,NA,NA,29.92,10
scaffold_18203_3098,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_18203_3105,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_18203_3115,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_7223_2548,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_7223_2551,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_7223_2560,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_7223_7998,36.02,39.91,NA,NA,35.2,NA,34.4,10
scaffold_70180_394,36.02,41.05,NA,NA,35.2,NA,34.4,10
scaffold_70017_431,36.02,NA,NA,NA,35.2,NA,NA,10
scaffold_70180_362,36.02,NA,NA,NA,35.2,NA,NA,10
scaffold_11071_5921,36.47,NA,35.64,NA,NA,NA,34.4,10
scaffold_59509_1016,36.47,NA,35.64,NA,35.2,NA,34.4,10
scaffold_42230_1280,36.61,NA,NA,34.02,NA,35.93,NA,10
scaffold_42230_1326,36.61,NA,NA,34.02,NA,35.93,NA,10
scaffold_31291_1978,37.13,41.05,NA,NA,NA,NA,34.4,10
scaffold_29399_427,37.13,41.05,NA,NA,NA,NA,34.4,10
SCF7569,37.25,NA,NA,35.21,37.58,NA,NA,10
scaffold_7021_3739,37.25,NA,NA,35.21,NA,35.93,NA,10
scaffold_7056_5691,38.4,NA,NA,NA,37.58,NA,NA,10
313928_K70,38.44,NA,NA,37.6,37.58,NA,NA,10
scaffold_21095_4928,38.73,NA,NA,37.6,NA,35.93,NA,10
scaffold_21095_4899,39.03,44.18,38.2,NA,NA,NA,NA,10
scaffold_59688_228,39.03,44.18,38.2,NA,39.36,NA,NA,10
scaffold_21027_3942,39.03,44.46,NA,38.19,40.55,31.44,34.4,10
scaffold_69643_1338,39.03,44.46,38.2,NA,NA,NA,NA,10
scaffold_19785_3909,39.03,44.46,38.2,NA,NA,NA,NA,10
scaffold_16458_4547,39.03,44.46,NA,NA,40.55,NA,34.4,10
scaffold_50614_1881,39.03,44.46,38.2,39.38,NA,35.93,NA,10
scaffold_132566_115,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_43922_192,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_1032_10045,39.03,NA,38.2,NA,40.55,NA,34.4,10
scaffold_17230_1777,39.03,NA,38.2,37.6,39.36,NA,NA,10
scaffold_181067_224,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_21860_4057,39.03,NA,38.2,38.19,40.55,NA,NA,10
scaffold_2203_11009,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_23082_3391,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_24575_2358,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_26590_1213,39.03,NA,38.2,38.19,39.36,NA,NA,10
scaffold_29335_3193,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_30660_2837,39.03,NA,38.2,38.79,40.55,NA,NA,10
scaffold_36125_2140,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_36168_1965,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_37549_3060,39.03,NA,38.2,NA,NA,NA,34.4,10
scaffold_38242_1902,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_38242_1925,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_48044_1072,39.03,NA,38.2,NA,40.55,NA,34.4,10
scaffold_52643_2102,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_52643_2112,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_56193_647,39.03,NA,38.2,38.19,40.55,NA,NA,10
scaffold_6098_5738,39.03,NA,38.2,NA,37.58,NA,NA,10
scaffold_6098_5760,39.03,NA,38.2,NA,37.58,NA,NA,10
scaffold_65167_1193,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_65167_1239,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_67093_1148,39.03,NA,38.2,NA,NA,NA,34.4,10
scaffold_6851_8065,39.03,NA,38.2,39.38,40.55,NA,NA,10
scaffold_69643_1347,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_7021_3698,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_75306_1303,39.03,NA,38.2,NA,NA,NA,NA,10
scaffold_75306_1314,39.03,NA,38.2,NA,NA,NA,NA,10
SCF35507,39.03,NA,NA,38.19,NA,NA,NA,10
SCF147295,39.03,NA,NA,38.19,NA,35.93,NA,10
SCF146740,39.03,NA,NA,38.19,NA,NA,NA,10
scaffold_16429_4366,39.03,NA,NA,39.38,NA,NA,NA,10
scaffold_37549_2989,39.03,NA,NA,NA,39.36,NA,NA,10
scaffold_14318_3488,39.03,NA,NA,NA,40.55,NA,34.4,10
scaffold_145834_321,39.03,NA,NA,NA,40.55,NA,NA,10
scaffold_9954_2540,39.03,NA,NA,NA,40.55,NA,NA,10
scaffold_132566_272,39.03,NA,NA,NA,NA,35.93,NA,10
scaffold_27167_1068,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_35186_635,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_27167_1071,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_27167_1098,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_27167_1122,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_36218_1881,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_5514_4986,39.03,NA,NA,NA,NA,NA,34.4,10
scaffold_132566_108,39.88,NA,39.05,NA,NA,NA,NA,10
scaffold_29335_3134,39.88,NA,39.05,NA,NA,NA,NA,10
scaffold_29335_3057,39.88,NA,39.05,NA,NA,NA,NA,10
scaffold_188333_62,41.59,NA,40.76,NA,NA,NA,34.4,10
scaffold_108454_435,41.59,NA,40.76,NA,NA,NA,NA,10
scaffold_108454_440,41.59,NA,40.76,NA,NA,NA,NA,10
scaffold_39896_942,41.59,47.02,40.76,NA,NA,NA,NA,10
scaffold_39896_956,41.59,47.02,40.76,NA,NA,NA,NA,10
scaffold_43599_778,41.87,47.02,NA,NA,44.12,NA,34.4,10
scaffold_9057_2704,41.87,47.02,40.76,43.56,NA,40.41,NA,10
scaffold_4975_3252,43.21,NA,NA,43.56,NA,40.41,NA,10
scaffold_2542_10573,43.21,NA,NA,43.56,NA,40.41,NA,10
scaffold_31484_2758,43.37,NA,NA,NA,NA,NA,38.89,10
scaffold_75617_1013,43.79,47.02,NA,45.34,NA,43.4,NA,10
scaffold_8981_2635,43.96,NA,NA,45.34,NA,40.41,NA,10
scaffold_46144_2710,44.43,49.58,NA,NA,NA,NA,38.89,10
scaffold_46144_2727,44.43,49.58,NA,NA,NA,NA,38.89,10
SCF36905,44.43,NA,NA,NA,NA,NA,41.87,10
vm72062,44.99,NA,NA,45.34,47.7,40.41,NA,10
scaffold_215093_133,45.25,49.58,NA,NA,NA,NA,NA,10
scaffold_46144_2617,45.25,49.58,NA,NA,NA,NA,41.87,10
scaffold_46144_2472,45.75,49.58,NA,NA,48.3,NA,41.87,10
scaffold_46144_2509,45.75,49.58,NA,NA,48.3,NA,41.87,10
SCF107715,45.75,NA,NA,47.13,48.3,41.9,41.87,10
71002_K63,45.75,NA,NA,47.13,47.7,NA,NA,10
scaffold_1691_7276,45.75,NA,NA,47.13,NA,43.4,NA,10
SCF189827,45.75,NA,NA,47.13,NA,43.4,41.87,10
scaffold_5638_9005,46.35,49.58,NA,48.92,48.3,NA,NA,10
scaffold_173777_48,46.35,NA,NA,NA,48.3,NA,41.87,10
scaffold_39489_1268,47.24,51.57,NA,NA,NA,44.89,41.87,10
scaffold_53090_1807,47.54,NA,NA,NA,48.3,NA,NA,10
scaffold_53090_1814,47.54,NA,NA,NA,48.3,NA,NA,10
scaffold_53090_1829,47.54,NA,NA,NA,48.3,NA,NA,10
scaffold_53090_1834,47.54,NA,NA,NA,48.3,NA,NA,10
scaffold_31484_2774,47.54,NA,NA,48.92,NA,44.89,NA,10
SCF82535,47.54,NA,NA,48.92,48.3,46.38,41.87,10
scaffold_176101_105,47.54,NA,NA,48.92,NA,NA,NA,10
scaffold_19499_3539,48.94,53.27,NA,50.11,NA,NA,NA,10
scaffold_4013_2208,49.03,NA,48.49,50.11,NA,46.38,NA,10
scaffold_12682_4818,49.32,NA,48.49,NA,NA,NA,NA,10
scaffold_20664_704,49.32,NA,48.49,NA,NA,NA,NA,10
scaffold_72028_1540,49.32,NA,48.49,51.3,50.08,46.38,NA,10
scaffold_72028_1545,49.32,NA,48.49,51.3,50.08,46.38,NA,10
scaffold_72028_219,49.32,NA,48.49,50.7,50.08,46.38,NA,10
scaffold_3098_9342,50,56.45,50.2,51.3,NA,NA,NA,10
scaffold_21777,50,NA,NA,51.89,50.68,NA,NA,10
SCF65999,50,NA,NA,51.89,50.68,46.38,NA,10
scaffold_6929_8428,51.79,56.45,NA,51.89,52.47,NA,NA,10
scaffold_577_5204,51.79,NA,NA,NA,52.47,NA,NA,10
scaffold_8609_3323,52.74,NA,51.91,NA,NA,NA,NA,10
scaffold_99392_211,52.74,NA,51.91,NA,NA,NA,NA,10
scaffold_4545_1974,52.8,56.45,NA,NA,54.85,NA,54.05,10
scaffold_4545_1993,52.8,56.45,NA,NA,54.85,NA,54.05,10
scaffold_39122_1554,53.49,57.82,51.91,NA,NA,NA,54.05,10
scaffold_39122_1658,53.49,57.82,51.91,NA,NA,NA,54.05,10
scaffold_39122_1673,53.49,57.82,51.91,NA,NA,NA,54.05,10
scaffold_43464_1120,53.49,57.82,51.91,NA,NA,NA,54.05,10
scaffold_175716_61,53.9,NA,NA,NA,NA,NA,54.05,10
scaffold_37757_2860,53.9,NA,NA,NA,NA,NA,54.05,10
scaffold_29128_891,54.17,57.82,NA,NA,NA,NA,54.05,10
scaffold_141834_282,54.17,57.82,NA,NA,54.85,NA,54.05,10
scaffold_141834_295,54.17,57.82,NA,NA,NA,NA,54.05,10
scaffold_28423_2322,54.17,57.82,NA,63.4,NA,52.38,54.05,10
scaffold_29128_892,54.17,57.82,NA,NA,NA,NA,54.05,10
scaffold_38606_2357,54.17,57.82,NA,NA,56.64,NA,54.05,10
scaffold_50932_1681,54.17,57.82,NA,NA,NA,NA,54.05,10
scaffold_50932_1640,54.17,NA,52.21,63.4,NA,52.38,NA,10
scaffold_104822_409,54.17,NA,52.21,63.4,NA,52.38,NA,10
SCF80520,54.17,NA,NA,63.4,54.85,NA,NA,10
scaffold_92922_312,55.29,NA,NA,NA,NA,52.38,NA,10
scaffold_37158_1060,55.32,NA,NA,63.4,NA,52.38,NA,10
scaffold_39138_2394,55.32,NA,NA,63.4,NA,52.38,NA,10
scaffold_209977_51,55.96,NA,NA,NA,56.64,NA,NA,10
scaffold_89267_727,57.15,NA,NA,NA,57.83,NA,NA,10
scaffold_3530_351,57.15,NA,NA,NA,57.83,NA,NA,10
scaffold_36213_544,58.43,NA,57.6,63.4,NA,52.38,NA,10
scaffold_3530_359,58.43,NA,57.6,NA,57.83,NA,NA,10
scaffold_36213_548,58.43,NA,57.6,63.4,NA,52.38,NA,10
scaffold_3530_9549,59.18,NA,57.6,NA,NA,NA,NA,10
scaffold_89267_673,59.18,NA,57.6,NA,NA,NA,NA,10
scaffold_89267_722,59.18,NA,57.6,NA,NA,NA,NA,10
scaffold_50997_727,61.46,NA,59.88,67.58,NA,58.55,NA,10
scaffold_299_10931,61.46,NA,59.88,68.17,62.59,58.55,NA,10
scaffold_299_15481,61.46,NA,59.88,68.17,62.59,58.55,NA,10
scaffold_299_15616,61.46,NA,59.88,68.17,62.59,58.55,NA,10
scaffold_58418_1533,61.46,NA,59.88,NA,NA,58.55,NA,10
scaffold_58418_1540,61.46,NA,59.88,NA,NA,58.55,NA,10
scaffold_58418_1571,61.46,NA,59.88,NA,NA,58.55,NA,10
scaffold_9533_833,61.46,NA,59.88,67.58,59.61,58.55,NA,10
SCF49656,61.46,NA,NA,67.58,62.59,NA,NA,10
SCF174394,61.46,NA,NA,71.75,62.59,57.95,63.1,10
scaffold_21402_3106,62.45,66.1,NA,NA,62.59,NA,63.1,10
scaffold_4207_3561,62.45,66.1,NA,NA,NA,NA,NA,10
scaffold_3402_3392,63.19,NA,NA,NA,62.59,NA,NA,10
scaffold_110582_149,64.44,68.09,NA,NA,NA,NA,NA,10
scaffold_54304_23,64.44,68.09,NA,NA,NA,NA,70.62,10
scaffold_54475_150,64.44,68.09,NA,NA,NA,NA,NA,10
scaffold_54475_191,64.44,68.09,NA,NA,NA,NA,70.62,10
scaffold_54475_192,64.44,68.09,NA,NA,NA,NA,70.62,10
scaffold_61484_808,64.44,68.09,NA,NA,62.59,NA,70.62,10
scaffold_88399_539,64.83,68.09,63.01,74.13,64.97,61.95,NA,10
scaffold_54475_84,64.86,NA,63.01,NA,NA,61.95,NA,10
scaffold_54304_38,65.46,NA,63.01,NA,NA,NA,NA,10
scaffold_78308_1287,65.46,NA,63.01,74.13,NA,NA,NA,10
scaffold_7594_831,66.9,NA,63.01,74.13,67.36,66.43,NA,10
SCF150919,66.9,NA,NA,74.13,NA,NA,NA,10
scaffold_80531_868,66.9,NA,NA,74.13,NA,NA,NA,10
scaffold_15835_2645,69.64,NA,NA,78.31,NA,NA,NA,10
scaffold_15835_2656,69.64,NA,NA,78.31,NA,NA,NA,10
scaffold_3376_7137,70.47,74.66,NA,NA,67.36,NA,72.11,10
scaffold_91624_751,70.47,NA,NA,NA,67.36,NA,70.62,10
scaffold_6294_1697,70.47,NA,NA,NA,67.36,NA,72.11,10
scaffold_118851_684,70.47,NA,NA,NA,67.36,NA,72.11,10
scaffold_7286_3907,70.8,NA,NA,NA,67.36,NA,73.61,10
scaffold_21784_3909,71.01,74.66,NA,NA,NA,NA,73.61,10
scaffold_21784_2125,71.01,74.66,NA,NA,NA,NA,73.61,10
scaffold_21784_3930,71.01,74.66,NA,NA,NA,NA,73.61,10
60699_K70,71.39,NA,NA,78.31,67.95,70.92,73.61,10
1trimcontig176861,71.39,NA,NA,80.1,67.95,NA,NA,10
scaffold_104052_306,71.39,NA,NA,NA,67.95,NA,NA,10
scaffold_158708_249,72.58,78.94,NA,NA,67.95,NA,NA,10
scaffold_33247_2083,72.58,78.94,NA,NA,NA,NA,73.61,10
scaffold_3479_7554,72.58,NA,NA,80.1,NA,70.92,NA,10
scaffold_18211_3771,72.58,NA,NA,81.88,69.14,NA,NA,10
scaffold_18211_3724,72.58,NA,NA,81.88,69.14,NA,NA,10
scaffold_18211_3727,72.58,NA,NA,81.88,69.14,NA,NA,10
scaffold_11771,72.58,NA,NA,83.67,69.14,NA,NA,10
418931_1_K63,72.58,NA,NA,83.67,69.14,NA,NA,10
scaffold_71386,72.58,NA,NA,83.67,69.14,NA,NA,10
scaffold_12908_5796,72.58,NA,NA,NA,67.95,NA,75.1,10
scaffold_116076_445,72.58,NA,NA,NA,69.14,NA,NA,10
scaffold_113755_715,72.58,NA,NA,NA,69.14,NA,75.1,10
scaffold_113755_721,72.58,NA,NA,NA,69.14,NA,NA,10
scaffold_28539_2202,74.37,78.94,71.92,83.67,NA,70.92,NA,10
scaffold_14841_818,74.37,NA,71.92,83.67,NA,NA,NA,10
scaffold_13789_1054,74.37,NA,71.92,83.67,NA,NA,NA,10
scaffold_14787_4659,74.37,NA,71.92,NA,NA,NA,NA,10
scaffold_7158_1098,74.37,NA,NA,NA,NA,70.92,NA,10
scaffold_11845_6550,74.75,78.94,NA,NA,NA,NA,75.1,10
scaffold_10518_1181,74.75,78.94,NA,NA,NA,NA,NA,10
scaffold_113755_700,74.75,78.94,NA,NA,NA,NA,NA,10
scaffold_817_7023,74.75,78.94,NA,NA,NA,NA,75.1,10
scaffold_11396_4490,75.1,NA,NA,NA,NA,NA,75.1,10
scaffold_37106_2151,75.1,NA,NA,NA,NA,NA,75.1,10
