marker,LG,Composite Map Position,[BGx(BLxNL)]95,GH1x35,Mullica Queen,Crimson Queen,Mullica Queen,Stevens,Polashock et al. (2014) scaffold,Predicted CDS
scaffold_3106_6027,11,75.07,NA,NA,NA,69.88,NA,NA,#N/A,#N/A
scaffold_28041_700,11,75.64,88.62,76.15,NA,69.88,NA,NA,>scaffold_28041,NA
scaffold_31501_3799,11,77.45,88.62,78.14,86.06,NA,NA,NA,>scaffold_31501,g26736.t1
scaffold_52495_2172,11,77.45,NA,NA,86.06,NA,NA,NA,>scaffold_52495,NA
SCF160647,11,77.45,NA,NA,86.06,72.26,NA,NA,>scaffold_43987,NA
scaffold_18692_2969,11,77.76,NA,78.14,NA,72.26,NA,NA,>scaffold_18692,g19749.t1
scaffold_3951_2044,11,77.76,NA,78.14,NA,NA,NA,NA,>scaffold_3951,NA
scaffold_4441_8898,11,77.76,NA,78.14,NA,NA,NA,NA,>scaffold_4441,g7199.t1
scaffold_4441_8916,11,77.76,NA,78.14,NA,NA,NA,NA,#N/A,#N/A
scaffold_4441_8926,11,77.76,NA,78.14,NA,NA,NA,NA,#N/A,#N/A
scaffold_42426_1686,11,77.76,NA,NA,NA,72.26,NA,NA,>scaffold_42426,NA
scaffold_68035_1782,11,77.76,NA,NA,NA,72.26,NA,NA,>scaffold_68035,g36595.t1
scaffold_86501_990,11,77.76,NA,NA,NA,72.26,NA,NA,>scaffold_86501,NA
scaffold_105350_615,11,78.02,NA,NA,87.84,72.26,86.05,NA,>scaffold_105350,NA
scaffold_57404_416,11,78.02,NA,NA,89.62,NA,NA,NA,>scaffold_57404,NA
scaffold_534_11398,11,78.02,NA,NA,NA,NA,84.55,NA,>scaffold_534,g1342.t1
scaffold_56695_1863,11,79.33,NA,78.14,89.62,74.64,86.05,55.83,>scaffold_56695,g34421.t1
scaffold_56695_1788,11,79.33,NA,78.14,89.62,74.64,86.05,55.83,#N/A,#N/A
scaffold_176201_42,11,79.33,NA,80.13,NA,72.26,NA,NA,>scaffold_176201,NA
scaffold_176201_62,11,79.33,NA,80.13,NA,72.26,NA,NA,#N/A,#N/A
scaffold_20323_4482,11,79.55,NA,NA,89.62,NA,86.05,NA,>scaffold_20323,NA
scaffold_27128_4325,11,79.75,NA,80.13,NA,NA,NA,NA,>scaffold_27128,NA
SCF181772,11,81.02,NA,NA,93.19,75.83,84.55,46.78,>scaffold_68049,NA
scaffold_2449_1103,11,81.23,NA,80.13,93.19,NA,86.05,NA,>scaffold_2449,g4516.t1
scaffold_60268_1863,11,81.23,NA,NA,NA,NA,86.05,NA,>scaffold_60268,NA
scaffold_60268_1907,11,81.23,NA,NA,NA,NA,86.05,NA,#N/A,#N/A
scaffold_65672_81,11,81.23,NA,NA,NA,NA,86.05,NA,>scaffold_65672,NA
scaffold_215562_100,11,82.52,NA,NA,NA,77.02,NA,NA,>scaffold_215562,NA
scaffold_60616_1401,11,82.52,NA,NA,NA,77.02,NA,NA,>scaffold_60616,NA
scaffold_56714_991,11,82.52,NA,NA,96.17,76.43,86.05,NA,>scaffold_56714,NA
scaffold_56394_664,11,82.52,NA,NA,96.17,NA,86.05,NA,>scaffold_56394,NA
scaffold_79531_1471,11,82.52,NA,NA,NA,NA,89.02,55.83,>scaffold_79531,NA
scaffold_91693_1061,11,82.8,NA,NA,NA,NA,89.02,NA,>scaffold_91693,NA
scaffold_91693_1088,11,82.8,NA,NA,NA,NA,89.02,NA,#N/A,#N/A
scaffold_82722_1352,11,83.71,NA,NA,NA,78.21,NA,NA,>scaffold_82722,NA
scaffold_124818_389,11,83.71,NA,NA,NA,78.21,NA,NA,>scaffold_124818,NA
scaffold_13859_555,11,83.71,NA,NA,NA,78.21,NA,NA,>scaffold_13859,g16260.t1
scaffold_83103_426,11,83.71,NA,NA,NA,78.21,NA,NA,>scaffold_83103,NA
scaffold_89373_651,11,83.71,NA,NA,NA,78.21,NA,NA,>scaffold_89373,NA
scaffold_83103_428,11,83.71,NA,NA,NA,78.21,NA,NA,#N/A,#N/A
scaffold_91230_206,11,84.2,NA,NA,96.17,NA,89.02,NA,>scaffold_91230,NA
SCF118608,11,84.31,NA,NA,96.77,78.21,NA,NA,>scaffold_33490,NA
scaffold_52145_1927,11,84.73,NA,83.54,NA,NA,NA,NA,>scaffold_52145,NA
scaffold_13859_433,11,84.73,NA,83.54,96.77,NA,NA,NA,#N/A,#N/A
scaffold_13859_435,11,84.73,NA,83.54,96.77,NA,NA,NA,#N/A,#N/A
scaffold_13859_520,11,84.73,NA,83.54,96.77,NA,NA,NA,#N/A,#N/A
scaffold_182622_85,11,84.73,NA,83.54,NA,NA,NA,NA,>scaffold_182622,NA
scaffold_86259_1061,11,87.29,NA,86.1,100.94,81.79,93.51,NA,>scaffold_86259,NA
scaffold_10600_1417,11,87.29,NA,86.1,NA,NA,NA,NA,>scaffold_10600,g13557.t1
scaffold_86259_1074,11,87.29,NA,86.1,100.94,81.79,93.51,NA,#N/A,#N/A
scaffold_53808_2008,11,88.98,NA,NA,100.94,NA,NA,NA,>scaffold_53808,NA
scaffold_1871_3876,11,88.98,NA,NA,100.94,NA,NA,NA,>scaffold_1871,g3673.t1
scaffold_79690_744,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_79690,NA
scaffold_33317_3130,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_33317,NA
scaffold_12097_3122,11,91.56,NA,90.37,NA,87.17,NA,NA,>scaffold_12097,g14830.t1
scaffold_77994_784,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_77994,NA
scaffold_11783_3446,11,91.56,NA,90.37,100.94,NA,99.5,NA,>scaffold_11783,NA
scaffold_17991_665,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_17991,g19278.t1
scaffold_24399_589,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_24399,NA
scaffold_31819_751,11,91.56,NA,90.37,NA,NA,99.5,NA,>scaffold_31819,NA
scaffold_77650_173,11,91.56,NA,90.37,NA,NA,NA,NA,>scaffold_77650,NA
scaffold_7013_2102,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_7013,g10096.t1
scaffold_33317_3167,11,92.67,NA,NA,NA,87.17,NA,NA,#N/A,#N/A
scaffold_29813_3182,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_29813,NA
scaffold_3836_2703,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_3836,NA
scaffold_8329_1642,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_8329,NA
scaffold_10796_6163,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_10796,NA
scaffold_31083_2764,11,92.67,NA,NA,NA,87.17,NA,NA,>scaffold_31083,NA
scaffold_31083_2775,11,92.67,NA,NA,NA,87.17,NA,NA,#N/A,#N/A
scaffold_33317_3205,11,92.67,NA,NA,NA,87.17,NA,NA,#N/A,#N/A
scaffold_12097_3148,11,92.67,NA,NA,NA,87.17,NA,NA,#N/A,#N/A
scaffold_12196_2237,11,93.26,NA,92.07,NA,NA,NA,NA,>scaffold_12196,g14910.t1
scaffold_1474_5314,11,93.26,NA,92.07,NA,NA,NA,NA,>scaffold_1474,g3002.t1
scaffold_1474_5331,11,93.26,NA,92.07,NA,NA,NA,NA,#N/A,#N/A
scaffold_29793_2137,11,93.26,NA,92.07,105.72,87.17,99.5,NA,>scaffold_29793,NA
scaffold_29793_413,11,93.26,NA,92.07,NA,NA,NA,NA,#N/A,#N/A
scaffold_11783_3409,11,93.26,NA,NA,100.94,NA,99.5,NA,#N/A,#N/A
SCF28509,11,93.27,NA,NA,105.72,87.17,99.5,NA,>scaffold_90250,NA
scaffold_17448_378,11,93.27,NA,NA,105.72,87.17,99.5,NA,>scaffold_17448,NA
scaffold_7196_7052,11,94.68,111.03,93.49,NA,87.17,NA,NA,>scaffold_7196,g10282.t1
scaffold_20541_2487,11,94.68,NA,93.49,NA,NA,99.5,NA,>scaffold_20541,NA
scaffold_6493_2161,11,94.68,NA,93.49,NA,87.17,NA,NA,>scaffold_6493,g9532.t1
scaffold_10171_1248,11,94.68,NA,NA,NA,NA,99.5,NA,>scaffold_10171,g13168.t1
scaffold_20575_4638,11,94.68,NA,NA,NA,NA,99.5,NA,>scaffold_20575,g20985.t1
scaffold_6608_164,11,95.25,111.03,94.06,NA,87.17,NA,NA,>scaffold_6608,g9656.t1
scaffold_49127_1442,11,95.25,111.03,94.06,NA,87.17,NA,NA,>scaffold_49127,g32712.t1
scaffold_26838_3218,12,0,0,0,NA,NA,NA,NA,>scaffold_26838,NA
scaffold_22838_2568,12,0,0,0,NA,NA,NA,NA,>scaffold_22838,NA
Ig28559a,12,2.84,2.27,2.84,2.98,NA,NA,NA,>scaffold_5655,g8626.t1
scaffold_1807_2514,12,2.84,2.27,NA,NA,NA,NA,0,>scaffold_1807,g3565.t1
ct140233,12,2.84,2.27,2.84,0,0,NA,NA,>scaffold_1559,g3146.t1
scaffold_13856_331,12,2.84,2.27,NA,0,0,NA,NA,>scaffold_13856,g16257.t1
SCF28279,12,2.84,2.27,2.84,2.98,NA,NA,NA,>scaffold_40876,g30296.t1
scaffold_40876_1296,12,2.84,NA,2.84,0,NA,0,NA,>scaffold_42232,NA
1trimcontig175770,12,2.84,NA,NA,0,0,NA,0,#N/A,#N/A
411145_K63,12,2.84,NA,NA,0,0,NA,0,>scaffold_36332,g28663.t1
scaffold_40876_1293,12,3.18,2.27,NA,NA,NA,NA,NA,>scaffold_8451,g11495.t1
scaffold_107680_766,12,5.74,4.83,NA,NA,NA,NA,NA,>scaffold_23663,g22854.t1
SCF28955,12,5.82,NA,NA,2.98,0,NA,NA,#N/A,#N/A
417587_K63,12,5.82,NA,NA,NA,0,NA,NA,#N/A,#N/A
scaffold_36961_359,12,5.82,NA,NA,NA,0,NA,NA,>scaffold_3119,g5455.t1
scaffold_30744_1887,12,5.82,NA,NA,NA,0,NA,NA,>scaffold_16351,NA
scaffold_30744_1903,12,5.82,NA,NA,NA,0,NA,NA,>scaffold_29053,NA
scaffold_31752_85,12,5.82,NA,NA,NA,0,NA,NA,>scaffold_36961,g28923.t1
scaffold_57883_854,12,5.82,NA,NA,NA,0,NA,NA,>scaffold_30744,NA
ct174735,12,6.26,4.83,6.26,4.77,1.79,NA,NA,#N/A,#N/A
scaffold_21429_3878,12,6.26,NA,6.26,4.77,1.79,0,NA,>scaffold_31752,g26837.t1
scaffold_72_19436,12,6.26,NA,6.26,4.77,NA,0,NA,>scaffold_57883,NA
scaffold_13366_952,12,6.26,NA,6.26,4.77,NA,0,NA,#N/A,#N/A
scaffold_7226_7984,12,6.55,5.12,7.11,NA,NA,NA,NA,>scaffold_16722,NA
scaffold_30487_2241,12,6.55,5.12,7.11,NA,NA,0,NA,>scaffold_107680,NA
scaffold_30487_2244,12,6.55,5.12,7.11,NA,NA,0,NA,>scaffold_21429,NA
scaffold_30487_2242,12,6.55,5.12,7.11,NA,NA,0,NA,>scaffold_72,NA
scaffold_30487_2243,12,6.55,5.12,7.11,NA,NA,0,NA,>scaffold_13366,NA
SCF160663,12,6.85,NA,NA,NA,1.79,NA,NA,>scaffold_7226,g10303.t1
scf6355,12,8.25,7.34,8.81,4.77,1.79,NA,NA,>scaffold_30487,NA
scaffold_7226_7973,12,8.25,NA,8.81,NA,NA,NA,NA,#N/A,#N/A
ct110752,12,8.25,NA,NA,4.77,3.57,NA,NA,#N/A,#N/A
scaffold_95206_499,12,8.25,NA,NA,5.96,3.57,NA,NA,#N/A,#N/A
SCF116485,12,8.25,NA,NA,5.96,3.57,0,NA,#N/A,#N/A
scaffold_436_870,12,8.63,NA,NA,NA,3.57,NA,0,#N/A,#N/A
scaffold_436_885,12,8.63,NA,NA,NA,3.57,NA,0,>scaffold_573,g1444.t1
scaffold_436_886,12,8.63,NA,NA,NA,3.57,NA,0,>scaffold_95206,NA
scaffold_25600_3219,12,8.63,NA,NA,10.13,3.57,NA,NA,>scaffold_12826,g15422.t1
scaffold_23663_379,12,9.81,NA,NA,NA,NA,NA,0,>scaffold_436,g1148.t1
scaffold_23663_539,12,9.81,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_23663_412,12,9.81,NA,NA,NA,NA,NA,0,#N/A,#N/A
scaffold_3119_8530,12,9.81,NA,NA,NA,NA,NA,0,>scaffold_25600,NA
scaffold_16656_4281,12,9.82,7.34,NA,15.51,4.76,NA,NA,>scaffold_16656,g18347.t1
scaffold_111040,12,9.82,NA,NA,NA,4.76,NA,NA,>scaffold_3054,g5364.t1
scf2882,12,9.82,NA,NA,NA,4.76,NA,NA,>scaffold_1096,g2371.t1
scaffold_25231_1449,12,14.77,NA,NA,NA,8.94,NA,NA,>scaffold_29017,NA
scf4b,12,14.77,NA,NA,15.51,8.94,NA,NA,#N/A,#N/A
scaffold_43108_1357,12,14.77,NA,NA,15.51,8.94,NA,NA,#N/A,#N/A
scaffold_35206_2581,12,14.77,NA,NA,15.51,NA,NA,NA,>scaffold_61233,NA
scaffold_803_11784,12,14.77,NA,NA,15.51,NA,0,NA,>scaffold_25231,NA
scaffold_29017_979,12,15.81,NA,NA,NA,NA,NA,6,>scaffold_803,g1873.t1
scaffold_29017_990,12,15.81,NA,NA,NA,NA,NA,6,>scaffold_61356,NA
scaffold_29017_997,12,15.81,NA,NA,NA,NA,NA,6,#N/A,#N/A
scaffold_61233_1434,12,15.81,NA,NA,NA,NA,NA,6,>scaffold_35259,NA
scaffold_803_11742,12,16.87,NA,17.71,15.51,NA,0,NA,#N/A,#N/A
scaffold_61356_1841,12,16.87,NA,17.71,15.51,NA,0,NA,#N/A,#N/A
scaffold_25231_1359,12,16.87,NA,17.71,NA,NA,NA,NA,>scaffold_43108,NA
scaffold_35259_1047,12,16.87,NA,17.71,NA,NA,NA,NA,>scaffold_35206,NA
scaffold_61233_1251,12,16.87,NA,17.71,15.51,NA,0,NA,#N/A,#N/A
scaffold_58926_848,12,17.15,14.8,17.71,17.89,NA,NA,NA,>scaffold_58926,NA
scaffold_42843,12,17.15,NA,NA,17.89,9.54,NA,NA,>scaffold_15826,g17748.t1
scaffold01187,12,17.15,NA,NA,17.89,NA,NA,NA,>scaffold_30426,NA
scaffold_7243_8002,12,17.28,14.8,NA,NA,NA,NA,NA,>scaffold_7243,g10320.t1
scaffold_2458_6147,12,17.75,NA,NA,18.49,9.54,NA,NA,>scaffold_2458,g4525.t1
scaffold_21376_4592,12,17.75,NA,NA,18.49,NA,NA,NA,>scaffold_21376,NA
scaffold_2458_6180,12,17.75,NA,NA,18.49,NA,NA,NA,#N/A,#N/A
scaffold_104350_512,12,20.73,18.25,NA,NA,NA,NA,NA,>scaffold_67540,NA
scaffold_15719_4753,12,20.73,18.25,NA,23.25,NA,NA,NA,>scaffold_11607,g14444.t1
scaffold_66132_490,12,20.73,18.25,24.57,21.47,NA,NA,NA,>scaffold_15719,g17664.t1
scaffold_104350_511,12,20.73,18.25,NA,NA,NA,NA,NA,>scaffold_15970,NA
scaffold_14273_430,12,20.73,18.25,NA,NA,NA,NA,NA,>scaffold_104350,NA
scaffold_2287_663,12,22.51,18.25,24.57,23.25,13.11,1.49,NA,#N/A,#N/A
scaffold_104350_487,12,22.51,NA,NA,NA,NA,1.49,NA,>scaffold_66132,NA
scaffold_52753_446,12,22.51,NA,NA,NA,NA,1.49,NA,#N/A,#N/A
scaffold_52753_392,12,23.73,NA,24.57,NA,NA,NA,NA,>scaffold_14273,NA
scaffold_52753_409,12,23.73,NA,24.57,NA,NA,1.49,NA,>scaffold_52753,NA
scaffold_4504_7407,12,24.3,NA,NA,25.04,NA,NA,NA,#N/A,#N/A
scaffold_67540_1151,12,24.86,NA,NA,NA,NA,NA,15.05,>scaffold_2287,NA
scaffold_11607_6172,12,24.86,NA,NA,NA,NA,NA,15.05,>scaffold_150643,NA
scaffold_15719_4176,12,24.86,NA,NA,NA,NA,NA,15.05,>scaffold_12734,g15354.t1
SCF122440,12,24.86,NA,NA,NA,NA,NA,15.05,#N/A,#N/A
scaffold_150643_264,12,24.86,NA,NA,NA,13.11,NA,15.05,#N/A,#N/A
scaffold_12734_3222,12,24.86,NA,NA,NA,13.11,NA,NA,>scaffold_4504,NA
scaffold_23546_462,12,24.86,NA,25.7,NA,NA,NA,NA,>scaffold_23546,g22783.t1
scaffold_98474_988,12,24.86,NA,25.7,25.04,NA,1.49,NA,>scaffold_98474,NA
scaffold_12219_3515,12,24.86,NA,25.7,25.04,NA,NA,NA,>scaffold_12219,NA
scaffold_12219_4711,12,24.86,NA,25.7,25.04,NA,NA,NA,#N/A,#N/A
scaffold_12219_4712,12,24.86,NA,25.7,NA,NA,NA,NA,#N/A,#N/A
scaffold_12219_4721,12,24.86,NA,25.7,25.04,NA,NA,NA,#N/A,#N/A
scaffold_12219_4738,12,24.86,NA,25.7,25.04,NA,NA,NA,#N/A,#N/A
scaffold_27631_2392,12,24.86,NA,25.7,25.04,NA,1.49,NA,>scaffold_27631,NA
scaffold_4504_1493,12,24.86,NA,25.7,25.04,NA,NA,NA,#N/A,#N/A
scaffold_4504_1512,12,24.86,NA,25.7,25.04,NA,NA,NA,#N/A,#N/A
scaffold_4504_7451,12,24.86,NA,25.7,NA,NA,NA,NA,#N/A,#N/A
scaffold_4159_1142,12,24.86,NA,NA,26.83,13.11,1.49,NA,>scaffold_4159,g6838.t1
scaffold_4159_1157,12,24.86,NA,NA,26.83,13.11,1.49,NA,#N/A,#N/A
scaffold_4159_1111,12,24.86,NA,25.7,NA,NA,NA,15.05,#N/A,#N/A
scaffold_4159_1110,12,26.09,NA,NA,26.83,14.9,1.49,NA,#N/A,#N/A
scaffold_48814_2384,12,26.71,24.23,NA,NA,14.9,NA,NA,>scaffold_48814,NA
scaffold_12293_4171,12,26.71,NA,NA,NA,14.9,NA,NA,>scaffold_49589,NA
scaffold_99405_400,12,26.71,NA,NA,NA,14.9,NA,NA,>scaffold_12293,NA
scaffold_12293_4304,12,26.71,NA,NA,NA,14.9,NA,NA,>scaffold_99405,NA
scaffold_99405_423,12,26.71,NA,NA,NA,14.9,NA,NA,#N/A,#N/A
scaffold_99405_438,12,26.71,NA,NA,NA,14.9,NA,NA,#N/A,#N/A
scaffold_23551_1818,12,28.39,NA,NA,NA,NA,NA,18.04,#N/A,#N/A
scaffold_3286_6991,12,29.42,NA,NA,NA,NA,16.88,18.04,>scaffold_3286,g5691.t1
scaffold_3286_7013,12,29.42,NA,NA,NA,NA,16.88,18.04,#N/A,#N/A
scaffold_3286_7018,12,29.42,NA,NA,NA,NA,16.88,18.04,#N/A,#N/A
scaffold_23551_1829,12,30.98,28.5,NA,NA,NA,NA,NA,>scaffold_23551,g22785.t1
scaffold_49589_2014,12,31.51,NA,NA,33.48,14.9,NA,NA,#N/A,#N/A
scaffold_164253_141,12,34.9,32.42,33.14,NA,NA,NA,NA,>scaffold_164253,NA
scaffold_734_2167,12,34.9,NA,33.14,NA,NA,NA,NA,>scaffold_734,g1744.t1
scaffold_38703_2724,12,34.9,NA,33.14,NA,NA,NA,NA,>scaffold_38703,NA
scaffold_17_20403,12,35.42,32.94,33.14,39.97,NA,22.88,21.03,>scaffold_17,g106.t1
SCF34071,12,35.42,NA,36.26,39.97,NA,16.88,19.53,>scaffold_8442,NA
scaffold_67540_1121,12,35.42,NA,NA,31.6,NA,22.88,NA,#N/A,#N/A
scaffold_67540_1122,12,35.42,NA,NA,31.6,NA,22.88,NA,#N/A,#N/A
scaffold_99405_491,12,35.42,NA,NA,31.6,NA,22.88,NA,#N/A,#N/A
scaffold_71088_1331,12,35.42,NA,NA,NA,NA,22.88,21.03,>scaffold_71088,NA
SCF59739,12,38.3,NA,NA,39.97,17.35,22.88,NA,>scaffold_36157,NA
scaffold_92112_606,12,38.3,NA,NA,NA,17.47,NA,NA,>scaffold_92112,NA
scaffold_31414_3211,12,40.66,NA,38.25,NA,NA,22.88,NA,>scaffold_26512,g24399.t1
scaffold_26512_1632,12,41.16,39.51,NA,39.97,NA,NA,NA,#N/A,#N/A
scaffold_138611_151,12,41.16,NA,38.25,NA,22.18,NA,NA,#N/A,#N/A
scaffold_32466_801,12,41.16,NA,38.25,NA,NA,NA,NA,>scaffold_58572,NA
scaffold_32466_845,12,41.16,NA,38.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_37323_2847,12,41.16,NA,38.25,42.36,NA,NA,NA,>scaffold_75253,NA
scaffold_50255_1838,12,41.16,NA,NA,42.36,NA,22.88,NA,>scaffold_90506,NA
scaffold_15771_2168,12,41.16,NA,NA,42.36,NA,22.88,NA,#N/A,#N/A
scaffold_91277_62,12,41.16,NA,NA,42.36,NA,22.88,NA,#N/A,#N/A
scaffold_30418_792,12,41.16,NA,NA,42.36,NA,22.88,NA,>scaffold_31414,g26693.t1
scaffold_37323_2830,12,41.58,NA,NA,42.36,NA,NA,NA,>scaffold_138611,NA
scaffold_31487_1792,12,41.99,39.51,NA,NA,NA,NA,NA,>scaffold_32466,NA
scaffold_31487_1828,12,41.99,39.51,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_58572_1459,12,41.99,39.51,NA,NA,NA,NA,NA,>scaffold_37323,NA
scaffold_58572_1483,12,41.99,39.51,NA,NA,NA,NA,NA,>scaffold_50255,NA
scaffold_75253_1014,12,41.99,39.51,NA,42.36,NA,22.88,NA,>scaffold_15771,NA
scaffold_90506_779,12,41.99,39.51,NA,NA,NA,NA,NA,>scaffold_91277,NA
scaffold_90506_799,12,41.99,39.51,NA,NA,NA,NA,NA,>scaffold_30418,NA
scaffold_90506_813,12,41.99,39.51,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_31414_3228,12,43.13,NA,NA,NA,22.18,NA,NA,#N/A,#N/A
scaffold_37347_1151,12,43.13,NA,NA,NA,22.18,NA,NA,>scaffold_37347,g29063.t1
scaffold_37347_1223,12,43.13,NA,NA,NA,22.18,NA,NA,#N/A,#N/A
scaffold_37347_1173,12,43.13,NA,NA,NA,22.18,NA,NA,#N/A,#N/A
scaffold_37347_1155,12,43.13,NA,NA,NA,22.18,NA,NA,#N/A,#N/A
scaffold_3092_8217,12,43.16,40.68,NA,NA,NA,NA,NA,>scaffold_3092,NA
scaffold_3092_8249,12,43.16,40.68,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_3092_8276,12,43.16,40.68,NA,NA,NA,NA,NA,#N/A,#N/A
SCF190609,12,43.72,41.24,NA,NA,NA,NA,NA,>scaffold_7484,g10555.t1
SCF46588,12,43.72,41.24,NA,45.93,NA,NA,NA,>scaffold_1327,g2772.t1
SCF98180,12,43.72,41.24,NA,45.93,NA,NA,NA,>scaffold_1436,g2944.t1
scaffold_68603_1565,12,43.72,41.24,NA,NA,22.77,NA,NA,>scaffold_68603,NA
scaffold_11983_1327,12,43.72,41.24,NA,NA,22.77,NA,34.8,>scaffold_11983,g14727.t1
scaffold_7628_3098,12,43.72,NA,NA,NA,22.77,NA,NA,>scaffold_67904,NA
scaffold_607_8285,12,43.72,NA,NA,NA,22.77,NA,NA,>scaffold_2600,g4732.t1
scaffold_7628_4918,12,43.72,NA,NA,NA,22.77,NA,NA,>scaffold_4678,NA
scaffold_68603_1592,12,43.72,NA,NA,NA,22.77,NA,NA,>scaffold_7628,g10693.t1
scaffold_67904_758,12,44.86,42.38,41.95,NA,NA,NA,NA,#N/A,#N/A
scaffold_2600_3710,12,44.86,42.38,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_4678_2401,12,44.86,42.38,41.95,NA,NA,NA,34.8,#N/A,#N/A
scaffold_7628_4970,12,44.86,42.38,41.95,NA,22.77,NA,34.8,#N/A,#N/A
scaffold_7628_3145,12,44.86,42.38,41.95,NA,22.77,NA,34.8,#N/A,#N/A
scaffold_67904_760,12,44.86,42.38,41.95,NA,NA,NA,NA,#N/A,#N/A
scaffold_67904_797,12,44.86,42.38,41.95,NA,NA,NA,NA,#N/A,#N/A
scaffold_7628_4904,12,44.86,42.38,41.95,NA,22.77,NA,34.8,#N/A,#N/A
scaffold_7628_4973,12,44.86,42.38,41.95,NA,22.77,NA,34.8,>scaffold_607,g1514.t1
scaffold_7628_5011,12,44.86,42.38,41.95,NA,22.77,NA,34.8,#N/A,#N/A
scaffold_68603_1526,12,44.86,NA,41.95,NA,22.77,NA,NA,#N/A,#N/A
scaffold_607_8279,12,44.86,NA,NA,NA,NA,NA,34.8,#N/A,#N/A
scaffold_607_8284,12,44.86,NA,NA,NA,NA,NA,34.8,#N/A,#N/A
scaffold_607_8286,12,44.86,NA,NA,NA,NA,NA,34.8,#N/A,#N/A
scaffold_607_8283,12,44.86,NA,41.95,NA,NA,NA,NA,#N/A,#N/A
scaffold_67904_790,12,45.08,NA,NA,NA,22.77,NA,37.78,>scaffold_1179,g2516.t1
scaffold_1179_7946,12,45.15,42.67,NA,NA,22.77,NA,37.78,#N/A,#N/A
scaffold_2038_8084,12,45.15,NA,NA,45.93,NA,27.37,NA,>scaffold_2038,g3922.t1
scaffold_11091_3785,12,45.15,NA,NA,45.93,23.96,22.88,NA,>scaffold_20113,NA
scaffold_68603_1529,12,45.15,NA,NA,45.93,23.96,27.37,34.8,>scaffold_317,g889.t1
scaffold_11091_3787,12,45.15,NA,NA,45.93,23.96,22.88,NA,#N/A,#N/A
scaffold_2038_443,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_20113_431,12,45.16,NA,42.25,NA,NA,NA,NA,>scaffold_7447,g10522.t1
scaffold_317_3114,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_317_3121,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_317_3131,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_7447_1092,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_7447_1105,12,45.16,NA,42.25,NA,NA,NA,NA,>scaffold_11091,NA
scaffold_7447_984,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_7447_988,12,45.16,NA,42.25,NA,NA,NA,NA,#N/A,#N/A
scaffold_23451_2236,12,46.27,42.38,NA,45.93,24.56,27.37,37.78,>scaffold_23451,g22723.t1
scaffold_2254_1525,12,46.27,43.79,43.37,NA,23.96,NA,NA,>scaffold_2254,g4247.t1
scaffold_12986_5603,12,46.28,43.79,43.37,NA,NA,NA,NA,>scaffold_12986,g15562.t1
scaffold_3192_9929,12,46.28,NA,43.37,48.91,NA,27.37,NA,>scaffold_3192,g5564.t1
scaffold_25796_3300,12,46.28,NA,NA,48.91,NA,27.37,NA,>scaffold_31053,NA
scaffold_12986_5570,12,46.28,NA,NA,48.91,NA,27.37,NA,#N/A,#N/A
scaffold_25796_3349,12,46.28,NA,NA,48.91,NA,27.37,NA,#N/A,#N/A
scaffold_1516_6908,12,46.7,NA,NA,NA,NA,NA,37.78,#N/A,#N/A
scaffold_1516_5459,12,46.7,NA,NA,NA,NA,NA,37.78,>scaffold_7744,g10799.t1
scaffold_1516_6945,12,46.7,NA,NA,NA,NA,NA,37.78,>scaffold_82982,NA
scaffold_3192_9764,12,47.04,NA,43.37,48.91,NA,NA,NA,#N/A,#N/A
scaffold_3192_9850,12,47.04,NA,43.37,48.91,NA,NA,NA,#N/A,#N/A
scaffold_15718_3534,12,47.04,45.44,43.37,NA,23.96,NA,39.28,>scaffold_15718,g17663.t1
scaffold_50614_1946,12,47.77,NA,NA,NA,NA,NA,39.28,>scaffold_36869,NA
scaffold_15718_3692,12,47.77,NA,NA,NA,NA,NA,39.28,>scaffold_26020,g24135.t1
scaffold_36869_918,12,47.92,45.44,NA,NA,NA,NA,NA,#N/A,#N/A
scaffold_26020_1654,12,47.92,45.44,NA,NA,NA,NA,NA,>scaffold_89130,g39272.t1
